Sample_Name,Experiment,Batch,Sample_Time,Day,Vicell_sampletime,Flex_sampletime,Cedex_sampletime,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,pH,CO2,pO2,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,IGG,LDH,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature,Feed_Time_Offset,Bolus_Feed,Cumulative_Feed,Cumulative_Glucose,Normalized_Bolus_Feed,Cumulative_Normalized_Feed,Cumulative_Normalized_Glucose,Volume,Initial_Volume
AR25-050005202FER2066-01,AR25-050,AR25-050-017,5/20/2025 12:41,5,5/20/2025 11:31,5/20/2025 12:41,5/20/2025 12:35,2.6206,2.5287,96.5,15.86,368,3.52,0.5,5.43,1.06,4.76,0.22,6.86,127.4,87.2,6.73,130.9,23.5,133.1,92.9,6.85,108.5467,34.8445,40,6.75,6.6,6.9,38,-8,0,7.6,,0,0.042060988,,180.69,190
AR25-050005202FER2067-01,AR25-050,AR25-050-018,5/20/2025 12:47,5,5/20/2025 11:33,5/20/2025 12:47,5/20/2025 12:38,10.1363,10.0473,99.1,14.89,350,4.46,0.47,4.07,0.92,5.19,0.8,6.94,41.6,72,5.84,128.9,8.9,40.6,69.6,6.94,417.3789,47.4411,40,7.1,6.95,7.25,36.5,0,0,9.5,,0,0.051751375,,183.57,190
AR25-050005202FER2068-01,AR25-050,AR25-050-019,5/20/2025 12:54,5,5/20/2025 11:35,5/20/2025 12:54,5/20/2025 12:39,3.619,3.591,99.2,16.12,361,3.56,0.48,4.45,1.01,4.71,0.68,7.34,38.1,89.3,6.23,134.2,20.5,34.9,78.7,7.37,180.9006,35.0088,40,7.45,7.3,7.6,35,-8,0,7.6,,0,0.041664382,,182.41,190
AR25-050005202FER2069-01,AR25-050,AR25-050-020,5/20/2025 13:00,5,5/20/2025 11:37,5/20/2025 13:00,5/20/2025 12:40,8.5048,8.4546,99.4,15.37,367,3.7,0.45,1.26,0.85,5.36,1.84,7.33,55.5,68.1,5.37,151.5,29.5,57.9,72.9,7.31,231.564,42.7527,40,7.45,7.3,7.6,38,8,0,7.6,,0,0.040976977,,185.47,190
AR25-050005202FER2070-01,AR25-050,AR25-050-021,5/20/2025 13:06,5,5/20/2025 11:38,5/20/2025 13:06,5/20/2025 12:41,2.1332,1.9803,92.8,15.33,379,3.31,0.49,5.62,1.09,4.46,,6.73,195.3,88,7.07,131.1,26,191.1,85.2,6.74,140.4319,43.0213,40,6.65,6.5,6.8,36.5,0,0,9.5,,0,0.052315656,,181.59,190
AR25-050005202FER2071-01,AR25-050,AR25-050-022,5/20/2025 13:12,5,5/20/2025 11:40,5/20/2025 13:12,5/20/2025 12:43,1.8439,1.6774,91,14.97,376,3.08,0.49,5.71,1.11,4.34,,6.76,185.1,94,7.13,131.3,26.3,181,91.1,6.77,130.2456,47.3712,40,6.65,6.5,6.8,36.5,0,0,9.5,,0,0.052040537,,182.55,190
AR25-050005202FER2072-01,AR25-050,AR25-050-023,5/20/2025 13:19,5,5/20/2025 11:42,5/20/2025 13:19,5/20/2025 12:44,10.2914,10.1794,98.9,15.31,379,3.51,0.44,2.7,0.86,5.31,2.07,7.31,44.4,64.5,5.39,151.8,22.2,43.4,62.3,7.31,383.8908,46.7618,40,7.55,7.4,7.7,36.5,0,0,9.5,,0,0.05017959,,189.32,190
AR25-050005202FER2073-01,AR25-050,AR25-050-024,5/20/2025 13:25,5,5/20/2025 11:44,5/20/2025 13:25,5/20/2025 12:44,9.8291,9.7329,99,15.34,379,3.57,0.45,2.78,0.88,5.3,2.05,7.32,45,61.5,5.5,153.2,23.1,44.1,59.4,7.32,388.8161,46.0882,40,7.55,7.4,7.7,36.5,0,0,9.5,,0,0.050182241,,189.31,190
AR25-050005212FER2050-01,AR25-050,AR25-050-001,5/21/2025 10:36,6,5/21/2025 13:07,5/21/2025 10:36,5/21/2025 14:27,13.9046,13.7797,99.1,14.83,341,4.51,0.45,4.23,0.69,5.62,0.8,6.95,31.5,54.8,5.33,128,7,30.8,53,6.96,767.1699,111.1127,40,7.1,6.95,7.25,36.5,0,9.5,9.5,,0.052364679,0.052364679,,181.42,190
AR25-050005212FER2051-01,AR25-050,AR25-050-002,5/21/2025 10:43,6,5/21/2025 13:09,5/21/2025 10:43,5/21/2025 14:28,3.9391,3.6979,93.9,15.95,358,5.47,0.47,4.16,1.03,5.26,0.26,6.9,146.3,80.8,6.39,129,29.1,152.8,86.3,6.88,294.3889,96.1495,40,6.75,6.6,6.9,38,8,7.6,7.6,,0.042299772,0.042299772,,179.67,190
AR25-050005212FER2052-01,AR25-050,AR25-050-003,5/21/2025 10:49,6,5/21/2025 13:11,5/21/2025 10:49,5/21/2025 14:29,9.153,9.1063,99.5,15.95,415,5.04,0.42,3.77,1.17,6.15,1.39,7.2,36.3,62.2,7.99,153.8,13.9,33.2,54.2,7.23,611.7808,74.6096,40,7.45,7.3,7.6,35,-8,11.4,22.8,,0.057042782,0.114085564,,199.85,190
AR25-050005212FER2053-01,AR25-050,AR25-050-004,5/21/2025 10:55,6,5/21/2025 13:13,5/21/2025 10:55,5/21/2025 14:29,3.4654,3.2852,94.8,15.5,392,4.86,0.45,4.75,1.32,5.1,0.21,6.85,167.5,86.4,7.99,136.8,28.2,153.3,75.9,6.87,275.4123,86.7102,40,6.75,6.6,6.9,35,-8,7.6,15.2,,0.040583115,0.081166231,,187.27,190
AR25-050005212FER2054-01,AR25-050,AR25-050-005,5/21/2025 11:01,6,5/21/2025 13:15,5/21/2025 11:01,5/21/2025 14:30,5.8383,5.8218,99.7,15.87,374,4.66,0.45,3.05,1.11,5.23,0.96,7.3,48.2,79,6.66,143.8,23.3,44.1,69.3,7.33,337.2407,42.7401,40,7.45,7.3,7.6,35,8,11.4,11.4,,0.061201482,0.061201482,,186.27,190
AR25-050005212FER2055-01,AR25-050,AR25-050-006,5/21/2025 11:08,6,5/21/2025 13:17,5/21/2025 11:08,5/21/2025 14:31,4.8593,4.649,95.7,15.75,407,7.38,0.44,3.28,1.54,6.33,0.23,6.86,151.3,76.1,9.21,145.3,27.6,158.1,81.4,6.85,337.677,96.4838,40,6.75,6.6,6.9,38,-8,11.4,22.8,,0.058799257,0.117598515,,193.88,190
AR25-050005212FER2056-01,AR25-050,AR25-050-007,5/21/2025 10:30,6,5/21/2025 13:19,5/21/2025 10:30,5/21/2025 14:32,13.6965,13.5802,99.2,14.8,342,4.53,0.46,4.2,0.7,5.8,0.83,6.96,31.7,58.2,5.41,131.6,7.1,31.1,56.2,6.96,762.8817,89.2605,40,7.1,6.95,7.25,36.5,0,9.5,9.5,,0.05180217,0.05180217,,183.39,190
AR25-050005212FER2057-01,AR25-050,AR25-050-008,5/21/2025 11:13,6,5/21/2025 13:21,5/21/2025 11:13,5/21/2025 14:37,13.0476,12.9227,99,14.92,332,4.54,0.45,2.25,0.73,5.36,0.8,6.98,32.4,55.7,5.3,129.9,7.6,31.7,53.8,6.98,786.6882,89.0822,40,7.1,6.95,7.25,36.5,0,9.5,9.5,,0.052312775,0.052312775,,181.6,190
AR25-050005212FER2058-01,AR25-050,AR25-050-009,5/21/2025 11:19,6,5/21/2025 13:23,5/21/2025 11:19,5/21/2025 14:38,10.7565,10.7105,99.6,15.56,357,3.71,0.45,3.93,0.77,5.1,1.17,7.24,40.8,62.6,5.2,140.3,17.1,37.4,54.5,7.27,670.1825,89.0115,40,7.45,7.3,7.6,35,8,7.6,7.6,,0.041315575,0.041315575,,183.95,190
AR25-050005212FER2059-01,AR25-050,AR25-050-010,5/21/2025 11:25,6,5/21/2025 13:25,5/21/2025 11:25,5/22/2025 14:47,3.7812,3.6254,95.9,15.57,377,4.98,0.47,4.78,1.28,4.78,,6.85,171.6,82.6,7.24,133.6,29.4,157.2,72.5,6.88,356.5482,86.1662,40,6.75,6.6,6.9,35,8,11.4,11.4,,0.062135499,0.062135499,,183.47,190
AR25-050005212FER2060-01,AR25-050,AR25-050-011,5/21/2025 11:32,6,5/21/2025 13:27,5/21/2025 11:32,5/22/2025 14:48,10.2196,10.1069,98.9,15.75,468,4.63,0.39,1.73,1.24,6.51,4.74,7.32,44.6,60.6,7.48,190.4,23.5,46.6,64.9,7.31,412.9665,104.8211,40,7.45,7.3,7.6,38,-8,11.4,22.8,,0.054259876,0.108519752,,210.1,190
AR25-050005212FER2061-01,AR25-050,AR25-050-012,5/21/2025 11:38,6,5/21/2025 13:29,5/21/2025 11:38,5/22/2025 14:49,2.5108,2.3823,94.9,15.77,380,4.14,0.47,5.09,1.16,4.91,0.23,6.9,128.7,84,7.37,133,26,134.6,89.6,6.89,150.6598,50.4087,40,6.75,6.6,6.9,38,8,11.4,11.4,,0.062135499,0.062135499,,183.47,190
AR25-050005212FER2062-01,AR25-050,AR25-050-013,5/21/2025 11:44,6,5/21/2025 13:31,5/21/2025 11:44,5/22/2025 14:49,14.8377,14.5707,98.2,15.74,403,2.87,0.39,2.24,0.8,5.8,3.56,7.34,40.3,50.8,4.75,169.9,22.1,42.1,54.4,7.32,812.2187,183.0392,40,7.45,7.3,7.6,38,8,11.4,11.4,,0.057879773,0.057879773,,196.96,190
AR25-050005212FER2063-01,AR25-050,AR25-050-014,5/21/2025 11:50,6,5/21/2025 13:33,5/21/2025 11:50,5/22/2025 14:50,14.1659,13.9362,98.4,15.94,429,3.3,0.38,2.69,0.98,5.81,4.19,7.29,41.5,48.8,5.39,176.3,20.6,43.4,52.4,7.28,811.8359,158.2029,40,7.45,7.3,7.6,38,-8,7.6,15.2,,0.037541988,0.075083975,,202.44,190
AR25-050005212FER2064-01,AR25-050,AR25-050-015,5/21/2025 11:57,6,5/21/2025 13:35,5/21/2025 11:57,5/22/2025 14:51,1.8375,1.7406,94.7,15.4,420,3.79,0.45,5.23,1.45,4.99,0.23,6.81,151.5,92.8,9.53,142.5,23.6,138.9,82.1,6.83,150.0012,46.293,40,6.75,6.6,6.9,35,-8,11.4,22.8,,0.058497537,0.116995074,,194.88,190
AR25-050005212FER2065-01,AR25-050,AR25-050-016,5/21/2025 12:11,6,5/21/2025 13:37,5/21/2025 12:11,5/22/2025 14:52,1.7707,1.6516,93.3,15.43,368,2.71,0.49,5.84,0.87,4.24,,6.78,176.4,104.1,6.75,129.3,25.6,161.7,92.7,6.8,145.6718,48.3701,40,6.75,6.6,6.9,35,8,7.6,7.6,,0.042534139,0.042534139,,178.68,190
AR25-050005212FER2066-01,AR25-050,AR25-050-017,5/21/2025 12:18,6,5/21/2025 13:38,5/21/2025 12:18,5/22/2025 14:52,3.1826,3.0713,96.5,15.94,390,4.86,0.47,4.62,1.2,5.62,0.25,6.89,111.8,86.5,8.06,138,21.9,116.8,92.3,6.88,182.2251,57.0578,40,6.75,6.6,6.9,38,-8,7.6,15.2,,0.040580948,0.081161897,,187.28,190
AR25-050005212FER2067-01,AR25-050,AR25-050-018,5/21/2025 12:24,6,5/21/2025 13:40,5/21/2025 12:24,5/22/2025 14:54,12.5523,12.4676,99.3,14.93,329,4.58,0.46,2.05,0.7,5.44,0.71,6.99,31.9,60.1,5.29,128.8,7.7,31.2,58,6.99,839.6907,90.4119,40,7.1,6.95,7.25,36.5,0,9.5,9.5,,0.052037686,0.052037686,,182.56,190
AR25-050005212FER2068-01,AR25-050,AR25-050-019,5/21/2025 12:30,6,5/21/2025 13:42,5/21/2025 12:30,5/22/2025 14:55,5.4062,5.3668,99.3,16.12,389,4.59,0.45,3,1.19,5.39,1.02,7.23,45.7,66.6,7.35,144.8,19,41.8,58.1,7.26,327.7744,57.7684,40,7.45,7.3,7.6,35,-8,7.6,15.2,,0.040035822,0.080071643,,189.83,190
AR25-050005212FER2069-01,AR25-050,AR25-050-020,5/21/2025 12:36,6,5/21/2025 13:44,5/21/2025 12:36,5/22/2025 14:56,11.724,11.635,99.2,15.62,397,3.52,0.42,1.95,0.67,5.63,3.95,7.32,46.4,60.8,4.69,167.6,24.2,48.5,65.2,7.3,485.634,90.9305,40,7.45,7.3,7.6,38,8,7.6,7.6,,0.03980308,0.03980308,,190.94,190
AR25-050005212FER2070-01,AR25-050,AR25-050-021,5/21/2025 12:43,6,5/21/2025 13:46,5/21/2025 12:43,5/22/2025 14:58,2.4275,2.2165,91.3,15.21,375,3.99,0.48,5.31,1.15,4.71,,6.8,180.9,87.4,7.02,130.5,27.8,177,84.6,6.8,225.9024,73.3063,40,6.65,6.5,6.8,36.5,0,9.5,9.5,,0.052611176,0.052611176,,180.57,190
AR25-050005212FER2071-01,AR25-050,AR25-050-022,5/21/2025 12:49,6,5/21/2025 13:48,5/21/2025 12:49,5/22/2025 14:59,2.0822,1.8181,87.3,15.01,379,3.66,0.49,5.52,1.18,4.56,,6.75,209.3,86.9,7.14,131.8,28.8,204.9,84.2,6.75,190.5759,79.8403,40,6.65,6.5,6.8,36.5,0,9.5,9.5,,0.052332948,0.052332948,,181.53,190
AR25-050005212FER2072-01,AR25-050,AR25-050-023,5/21/2025 12:55,6,5/21/2025 13:50,5/21/2025 12:55,5/22/2025 15:01,15.0918,14.8951,98.7,15.28,397,2.76,0.41,2.31,0.72,5.41,3.4,7.41,48.2,59.1,4.65,168.5,30.3,47.1,57.2,7.41,814.2986,91.1858,40,7.55,7.4,7.7,36.5,0,9.5,9.5,,0.048908567,0.048908567,,194.24,190
AR25-050005212FER2073-01,AR25-050,AR25-050-024,5/21/2025 13:03,6,5/21/2025 13:52,5/21/2025 13:03,5/22/2025 15:03,14.888,14.7243,98.9,15.31,397,2.8,0.41,2.33,0.74,5.48,3.38,7.4,47.2,54.2,4.72,169.4,29.5,46.1,52.3,7.41,809.2913,91.4309,40,7.55,7.4,7.7,36.5,0,9.5,9.5,,0.048908567,0.048908567,,194.24,190
AR25-050005222FER2050-01,AR25-050,AR25-050-001,5/22/2025 10:36,7,5/22/2025 11:46,5/22/2025 10:36,5/22/2025 15:36,13.7625,13.5816,98.7,15.34,363,5.27,0.41,2.05,1.22,6.38,0.37,7.01,50.5,54.6,6.77,139.4,12.9,49.5,52.9,7.02,1022.452,180.4091,40,7.1,6.95,7.25,36.5,0,0,19,,0,0.100892099,,188.32,190
AR25-050005222FER2051-01,AR25-050,AR25-050-002,5/22/2025 10:43,7,5/22/2025 11:47,5/22/2025 10:43,5/22/2025 15:37,4.3023,4.031,93.7,16.04,384,7.13,0.44,3.26,1.24,5.93,0.26,6.87,154,77.6,7.79,135.9,28.8,160.9,82.9,6.86,378.2643,141.7356,40,6.75,6.6,6.9,38,8,0,15.2,,0,0.082407156,,184.45,190
AR25-050005222FER2052-01,AR25-050,AR25-050-003,5/22/2025 10:49,7,5/22/2025 11:49,5/22/2025 10:49,5/22/2025 15:37,10.0244,9.9009,98.8,16.34,430,4.57,0.39,3.42,1.41,6.17,2,7.33,59.5,63.5,7.29,168.5,30.7,54.5,55.4,7.35,843.1583,121.116,40,7.45,7.3,7.6,35,-8,0,22.8,,0,0.112692764,,202.32,190
AR25-050005222FER2053-01,AR25-050,AR25-050-004,5/22/2025 10:55,7,5/22/2025 11:51,5/22/2025 10:55,5/22/2025 15:38,3.6542,3.4044,93.2,15.73,393,5.95,0.45,4.32,1.45,5.26,0.21,6.84,177.9,81.5,7.95,137,29.7,163,71.6,6.87,385.8745,136.792,40,6.75,6.6,6.9,35,-8,0,15.2,,0,0.082402689,,184.46,190
AR25-050005222FER2054-01,AR25-050,AR25-050-005,5/22/2025 11:01,7,5/22/2025 11:53,5/22/2025 11:01,5/22/2025 15:39,7.5423,7.5036,99.5,16.11,423,5.6,0.42,3.64,1.36,6.06,1.59,7.25,35.6,67.6,8.29,157.5,15.5,32.6,59,7.28,486.9752,69.0766,40,7.45,7.3,7.6,35,8,0,22.8,,0,0.115361263,,197.64,190
AR25-050005222FER2055-01,AR25-050,AR25-050-006,5/22/2025 11:07,7,5/22/2025 11:55,5/22/2025 11:07,5/22/2025 15:40,5.5268,5.2376,94.8,15.82,418,8.62,0.43,5.04,1.7,6.73,0.22,6.92,125,74.8,9.04,144.5,26.5,130.6,80,6.91,447.0988,149.9396,40,6.75,6.6,6.9,38,-8,0,22.8,,0,0.118515438,,192.38,190
AR25-050005222FER2056-01,AR25-050,AR25-050-007,5/22/2025 11:13,7,5/22/2025 11:57,5/22/2025 11:13,5/22/2025 15:40,13.3778,13.2012,98.7,15.4,361,5.13,0.41,1.95,1.24,5.99,0.4,7.02,48.4,56,6.63,137.6,12.6,47.4,54.1,7.03,1077.464,152.5099,40,7.1,6.95,7.25,36.5,0,0,19,,0,0.099873844,,190.24,190
AR25-050005222FER2057-01,AR25-050,AR25-050-008,5/22/2025 11:19,7,5/22/2025 11:59,5/22/2025 11:19,5/22/2025 15:41,13.6376,13.4467,98.6,15.29,371,5.16,0.41,3.95,1.25,5.99,0.47,7.02,48,51.9,6.66,140,12.4,47,50.2,7.03,1013.544,144.697,40,7.1,6.95,7.25,36.5,0,0,19,,0,0.099774195,,190.43,190
AR25-050005222FER2058-01,AR25-050,AR25-050-009,5/22/2025 11:26,7,5/22/2025 12:03,5/22/2025 11:26,5/22/2025 15:42,11.8891,11.757,98.9,15.87,384,3.68,0.41,3.47,1.17,5.55,1.24,7.26,50.5,58.4,6.14,153.2,22.2,46.2,50.8,7.29,929.2737,140.7405,40,7.45,7.3,7.6,35,8,0,15.2,,0,0.079489593,,191.22,190
AR25-050005222FER2059-01,AR25-050,AR25-050-010,5/22/2025 11:33,7,5/22/2025 12:05,5/22/2025 11:33,5/22/2025 15:44,3.6944,3.4862,94.4,15.57,419,6.66,0.44,4.1,1.66,5.51,,6.82,180.8,81.6,9.34,144.1,28.7,165.5,71.5,6.84,399.8575,115.391,40,6.75,6.6,6.9,35,8,0,22.8,,0,0.118719084,,192.05,190
AR25-050005222FER2060-01,AR25-050,AR25-050-011,5/22/2025 11:40,7,5/22/2025 12:07,5/22/2025 11:40,5/22/2025 15:45,12.0772,11.7657,97.4,16.25,484,3.66,0.37,2.24,1.45,6.68,5.93,7.32,42.2,53.5,6.78,202.1,22.4,44.1,57.4,7.31,584.8918,191.5493,40,7.45,7.3,7.6,38,-8,0,22.8,,0,0.10719827,,212.69,190
AR25-050005222FER2061-01,AR25-050,AR25-050-012,5/22/2025 11:47,7,5/22/2025 12:09,5/22/2025 11:47,5/22/2025 15:46,2.6292,2.4605,93.6,16.01,419,5.76,0.45,4.36,1.55,5.78,0.25,6.88,126.5,79,9.53,144.9,24.1,132.1,84.4,6.87,185.9895,71.4818,40,6.75,6.6,6.9,38,8,0,22.8,,0,0.119836014,,190.26,190
AR25-050005222FER2062-01,AR25-050,AR25-050-013,5/22/2025 11:54,7,5/22/2025 12:11,5/22/2025 11:54,5/22/2025 15:47,14.7085,14.2664,97,16.21,439,2.95,0.37,2.72,1.39,6.46,3.32,7.34,35.2,48.4,6.4,180.7,19.2,36.8,52,7.32,1023.597,277.3548,40,7.45,7.3,7.6,38,8,0,22.8,,0,0.110534736,,206.27,190
AR25-050005222FER2063-01,AR25-050,AR25-050-014,5/22/2025 12:01,7,5/22/2025 12:13,5/22/2025 12:01,5/22/2025 15:48,14.6339,14.2448,97.3,16.3,423,2.22,0.36,2.87,0.9,5.91,4.03,7.35,37.8,38.2,4.89,178.2,21.4,39.5,41,7.34,1016.319,250.4189,40,7.45,7.3,7.6,38,-8,0,15.2,,0,0.0759962,,200.01,190
AR25-050005222FER2064-01,AR25-050,AR25-050-015,5/22/2025 10:30,7,5/22/2025 12:15,5/22/2025 10:30,5/22/2025 15:50,1.976,1.8346,92.8,15.64,415,4.48,0.45,5.04,1.62,5.85,0.23,6.86,137.1,90.8,9.56,143.4,24,125.6,80.1,6.89,198.4031,71.8132,40,6.75,6.6,6.9,35,-8,0,22.8,,0,0.118706722,,192.07,190
AR25-050005222FER2065-01,AR25-050,AR25-050-016,5/22/2025 12:11,7,5/22/2025 12:17,5/22/2025 12:11,5/22/2025 15:52,1.9853,1.8274,92,15.29,395,3.74,0.46,5.34,1.01,4.86,,6.89,131.1,101.1,8.17,136.3,24.5,120.1,89.8,6.91,177.555,64.6213,40,6.75,6.6,6.9,35,8,0,15.2,,0,0.08366819,,181.67,190
AR25-050005222FER2066-01,AR25-050,AR25-050-017,5/22/2025 12:17,7,5/22/2025 12:21,5/22/2025 12:17,5/22/2025 15:53,4.0719,3.9011,95.8,16.25,386,5.86,0.47,3.77,1.3,5.92,0.25,6.91,106.2,79.3,7.88,137.2,22,110.9,84.7,6.9,253.3866,85.8641,40,6.75,6.6,6.9,38,-8,0,15.2,,0,0.083214716,,182.66,190
AR25-050005222FER2067-01,AR25-050,AR25-050-018,5/22/2025 12:23,7,5/22/2025 12:23,5/22/2025 12:23,5/22/2025 15:54,13.1366,12.9658,98.7,15.39,373,5.17,0.42,3.84,1.17,6.06,0.39,7.02,44.4,55.1,6.57,137.5,11.5,43.4,53.2,7.03,1022.363,137.2428,40,7.1,6.95,7.25,36.5,0,0,19,,0,0.100200401,,189.62,190
AR25-050005222FER2068-01,AR25-050,AR25-050-019,5/22/2025 12:30,7,5/22/2025 14:52,5/22/2025 12:30,5/22/2025 15:56,7.749,7.6959,99.3,16.09,393,4.87,0.44,3.91,1.16,5.73,1.58,7.23,31.8,70.1,6.91,148,13.1,29.2,61.3,7.26,473.9423,84.6499,40,7.45,7.3,7.6,35,-8,0,15.2,,0,0.081083965,,187.46,190
AR25-050005222FER2069-01,AR25-050,AR25-050-020,5/22/2025 12:36,7,5/22/2025 14:54,5/22/2025 12:36,5/22/2025 15:57,13.062,12.7978,98,16.03,432,3.33,0.39,2.13,0.99,6.15,4.67,7.31,41.9,52.9,5.43,181.6,21.7,43.8,56.7,7.3,623.2477,165.322,40,7.45,7.3,7.6,38,8,0,15.2,,0,0.076612903,,198.4,190
AR25-050005222FER2070-01,AR25-050,AR25-050-021,5/22/2025 12:42,7,5/22/2025 14:56,5/22/2025 12:42,5/22/2025 15:58,2.6579,2.3471,88.3,15.15,414,5.35,0.46,4.81,1.48,5.39,,6.76,194.6,84.9,8.87,140.6,27.4,190.3,82.2,6.76,245.033,98.1437,40,6.65,6.5,6.8,36.5,0,0,19,,0,0.102453492,,185.45,190
AR25-050005222FER2071-01,AR25-050,AR25-050-022,5/22/2025 12:48,7,5/22/2025 14:58,5/22/2025 12:48,5/22/2025 16:00,2.3076,1.9617,85,14.87,412,4.82,0.46,4.98,1.48,5.21,,6.77,189.5,85.4,8.86,139.1,27.2,185.3,82.7,6.77,212.896,103.9587,40,6.65,6.5,6.8,36.5,0,0,19,,0,0.101925862,,186.41,190
AR25-050005222FER2072-01,AR25-050,AR25-050-023,5/22/2025 12:54,7,5/22/2025 15:00,5/22/2025 12:54,5/22/2025 16:01,16.0005,15.7837,98.6,15.81,433,2.54,0.38,2.5,1.08,6.06,3.74,7.41,45.4,49.5,5.76,183.5,29,44.4,47.8,7.42,1072.543,150.3636,40,7.55,7.4,7.7,36.5,0,0,19,,0,0.093573012,,203.05,190
AR25-050005222FER2073-01,AR25-050,AR25-050-024,5/22/2025 13:00,7,5/22/2025 15:01,5/22/2025 13:00,5/22/2025 16:02,15.4607,15.2296,98.5,15.86,432,2.58,0.38,2.47,1.06,6.02,3.68,7.44,45.7,51.9,5.72,181.4,30.9,44.7,50.1,7.44,1062.217,150.5651,40,7.55,7.4,7.7,36.5,0,0,19,,0,0.093425776,,203.37,190
AR25-050005232FER2050-01,AR25-050,AR25-050-001,5/23/2025 10:37,8,5/23/2025 10:54,5/23/2025 10:37,5/23/2025 12:26,15.9086,15.6387,98.3,15.53,361,5.18,0.4,3.72,0.93,6.52,0.26,7.14,41,44.2,6.36,138.7,13.9,40.2,42.7,7.14,1473.242,240.1792,40,7.1,6.95,7.25,36.5,0,9.5,19,,0.051199138,0.102398275,,185.55,190
AR25-050005232FER2051-01,AR25-050,AR25-050-002,5/23/2025 10:43,8,5/23/2025 10:56,5/23/2025 10:43,5/23/2025 12:26,4.7689,4.4222,92.7,16.34,392,8.38,0.44,5.31,1.43,6.28,0.26,6.94,134,81.9,7.81,137.1,29.2,140,87.4,6.92,474.5114,157.8909,40,6.75,6.6,6.9,38,8,7.6,15.2,,0.041965765,0.08393153,,181.1,190
AR25-050005232FER2052-01,AR25-050,AR25-050-003,5/23/2025 10:51,8,5/23/2025 10:58,5/23/2025 10:51,5/23/2025 12:27,10,9.8248,98.2,17.03,460,4.33,0.37,3.41,1.62,6.95,2.15,7.29,40.8,55.5,8.96,178.5,19.5,37.4,48.3,7.32,1191.885,150.9001,40,7.45,7.3,7.6,35,-8,11.4,34.2,,0.05418251,0.162547529,,210.4,190
AR25-050005232FER2053-01,AR25-050,AR25-050-004,5/23/2025 10:57,8,5/23/2025 11:00,5/23/2025 10:57,5/23/2025 12:28,3.9061,3.5451,90.8,15.96,416,7.25,0.43,3.69,1.71,5.75,0.21,6.83,189.9,80.5,9.32,143.7,30.8,174,70.6,6.85,476.4936,156.7825,40,6.75,6.6,6.9,35,-8,7.6,22.8,,0.040546308,0.121638924,,187.44,190
AR25-050005232FER2054-01,AR25-050,AR25-050-005,5/23/2025 11:04,8,5/23/2025 11:02,5/23/2025 11:04,5/23/2025 12:29,8.868,8.7855,99.1,16.5,441,5.08,0.39,3.41,1.53,6.22,2.35,7.32,58.7,59.7,7.63,171.8,29.7,53.8,52,7.35,699.1799,90.2608,40,7.45,7.3,7.6,35,8,11.4,22.8,,0.057581574,0.115163148,,197.98,190
AR25-050005232FER2055-01,AR25-050,AR25-050-006,5/23/2025 11:11,8,5/23/2025 11:04,5/23/2025 11:11,5/23/2025 12:29,5.7378,5.3452,93.2,15.99,451,9.94,0.41,3.61,2.09,7.33,0.22,6.9,127.5,72.8,10.85,153,25.8,133.2,77.8,6.89,536.9148,170.9456,40,6.75,6.6,6.9,38,-8,11.4,34.2,,0.057243284,0.171729852,,199.15,190
AR25-050005232FER2056-01,AR25-050,AR25-050-007,5/23/2025 11:17,8,5/23/2025 11:05,5/23/2025 11:17,5/23/2025 12:30,14.9425,14.5621,97.5,15.53,357,5.02,0.4,3.56,0.96,6.14,0.28,7.09,38,43.8,6.29,137.9,11.6,37.1,42.3,7.1,1663.785,202.7759,40,7.1,6.95,7.25,36.5,0,9.5,19,,0.05065586,0.10131172,,187.54,190
AR25-050005232FER2057-01,AR25-050,AR25-050-008,5/23/2025 11:23,8,5/23/2025 11:07,5/23/2025 11:23,5/23/2025 12:31,14.463,14.1228,97.6,15.57,362,5.02,0.4,3.43,1,6.2,0.3,7.11,38.7,46.3,6.32,140.8,12.4,37.9,44.7,7.12,1462.007,203.433,40,7.1,6.95,7.25,36.5,0,9.5,19,,0.0508647,0.1017294,,186.77,190
AR25-050005232FER2058-01,AR25-050,AR25-050-009,5/23/2025 11:29,8,5/23/2025 11:12,5/23/2025 11:29,5/23/2025 12:32,13.7783,13.55,98.3,16.12,378,2.89,0.39,3.71,0.95,5.66,1.06,7.33,39.2,54.6,5.62,151.6,20.4,35.9,47.5,7.36,1284.157,190.6517,40,7.45,7.3,7.6,35,8,7.6,15.2,,0.040472894,0.080945788,,187.78,190
AR25-050005232FER2059-01,AR25-050,AR25-050-010,5/23/2025 11:36,8,5/23/2025 11:14,5/23/2025 11:36,5/23/2025 12:34,3.9262,3.6125,92,16.04,418,7.69,0.43,3.55,1.92,5.63,,6.88,166.4,81.1,9.27,144.2,30.5,152.5,71.2,6.9,530.7006,141.1566,40,6.75,6.6,6.9,35,8,11.4,22.8,,0.060822707,0.121645414,,187.43,190
