Type,Batch,Day,IGG,VCC,Viability,Glutamate,Ammonium,Normalized_Bolus_Feed,Temperature_setpoint,pH_setpoint
Simulation,AR25-064-024,0,74.63235,1.1448,98.8,2.72,0.7,0,36.5,7.1
Simulation,AR25-064-024,1,8.610659119,2.608365856,98.80927343,2.958827713,1.293642548,0,36.5,7.1
Simulation,AR25-064-024,2,29.05869836,3.993562168,98.83978673,3.383537637,2.017218055,0,36.5,7.1
Simulation,AR25-064-024,3,158.0312278,5.508739309,98.92130466,3.917189013,2.731286325,0.040724691,36.5,7.1
Simulation,AR25-064-024,4,58.70000173,7.53427867,98.60158025,4.483700952,3.203549462,0,36.5,7.1
Simulation,AR25-064-024,5,505.1136925,10.05462022,99.03220704,5.066414841,3.437530737,0,35,7.1
Simulation,AR25-064-024,6,1152.29096,11.94961385,98.90061855,5.100456255,4.000192086,0.051314274,35,7.1
Simulation,AR25-064-024,7,1388.054225,13.34528614,97.73047633,5.306625774,4.813862038,0,35,7.1
Simulation,AR25-064-024,8,2145.868323,14.08478709,96.99903551,5.722540154,5.941236342,0.050264143,35,7.1
Simulation,AR25-064-024,9,2498.233391,14.57059414,95.29645499,6.192317999,7.090937491,0,35,7.1
Simulation,AR25-064-024,10,3358.520567,14.62187861,94.0596471,6.75557791,8.342193982,0.044708632,35,7.1
Simulation,AR25-064-024,11,3855.735338,14.57299311,91.94665523,7.265551584,9.445087356,0,35,7.1
Simulation,AR25-064-024,12,4796.98364,14.21818433,90.22225922,7.763658242,10.49323128,0.039136979,35,7.1
Simulation,AR25-064-024,13,5406.190716,13.80176411,87.68768492,8.127918763,11.2919843,0,35,7.1
Simulation,AR25-064-024,14,6381.246989,13.09090298,85.44007731,8.404912792,11.95045194,0,35,7.1
